Player,Team,Service,Extension,Year,Non-Tendered,Outrighted,Next Year Salary,first_name,last_name,Source,Salary,Salary Diff
Ross Detwiler,Nationals,3.002,False,2013,False,False,2337000.0,Ross,Detwiler,MLBTR,485000.0,1852000.0
Ryan Webb,Marlins,3.029,False,2013,False,False,975000.0,Ryan,Webb,MLBTR,480000.0,495000.0
Ryan Roberts,Rays,3.15,False,2013,False,False,2950000.0,Ryan,Roberts,MLBTR,2012500.0,937500.0
Sam Fuld,Rays,2.14,False,2013,False,False,725000.0,Sam,Fuld,MLBTR,489400.0,235600.0
Santiago Casilla,Giants,5.148,True,2013,False,False,,Santiago,Casilla,MLBTR,,
Sean Rodriguez,Rays,3.133,False,2013,False,False,1000000.0,Sean,Rodriguez,MLBTR,492800.0,507200.0
Sergio Romo,Giants,4.097,True,2013,False,False,,Sergio,Romo,MLBTR,1575000.0,
Seth Smith,Athletics,4.119,False,2013,False,False,3675000.0,Seth,Smith,MLBTR,2415000.0,1260000.0
Shawn Kelley,Mariners,3.128,False,2013,False,False,935000.0,Shawn,Kelley,MLBTR,,
Shin-Soo Choo,Reds,5.119,False,2013,False,False,7375000.0,Shin-Soo,Choo,MLBTR,,
Taylor Teagarden,Orioles,3.02,False,2013,False,False,650000.0,Taylor,Teagarden,MLBTR,489500.0,160500.0
Tommy Hanson,Angels,3.12,False,2013,False,False,3725000.0,Tommy,Hanson,MLBTR,535000.0,3190000.0
Tommy Hunter,Orioles,3.066,False,2013,False,False,1820000.0,Tommy,Hunter,MLBTR,493500.0,1326500.0
Tony Sipp,Diamondbacks,3.138,False,2013,False,False,1275000.0,Tony,Sipp,MLBTR,504900.0,770100.0
Troy Patton,Orioles,2.15,False,2013,False,False,815000.0,Troy,Patton,MLBTR,483500.0,331500.0
Tyler Clippard,Nationals,3.148,False,2013,False,False,4000000.0,Tyler,Clippard,MLBTR,1650000.0,2350000.0
Tyler Colvin,Rockies,2.139,False,2013,False,False,2275000.0,Tyler,Colvin,MLBTR,481000.0,1794000.0
Wesley Wright,Astros,3.105,False,2013,False,False,1025000.0,Wesley,Wright,MLBTR,512000.0,513000.0
Will Venable,Padres,3.155,False,2013,False,False,2675000.0,Will,Venable,MLBTR,1475000.0,1200000.0
Wilton Lopez,Rockies,3.038,False,2013,False,False,1760000.0,Wilton,Lopez,MLBTR,515500.0,1244500.0
A.J. Ellis,Dodgers,3.151,False,2014,False,False,3550000.0,A.J.,Ellis,MLBTR,2000000.0,1550000.0
Aaron Crow,Royals,3.0,False,2014,False,False,1475000.0,Aaron,Crow,MLBTR,1280000.0,195000.0
Adam Rosales,Rangers,4.099,False,2014,False,False,750000.0,Adam,Rosales,MLBTR,700000.0,50000.0
Al Alburquerque,Tigers,2.147,False,2014,False,False,838000.0,Al,Alburquerque,MLBTR,500000.0,338000.0
Alejandro de Aza,White Sox,4.139,False,2014,False,False,4250000.0,Alejandro,de Aza,MLBTR,,
Alex Avila,Tigers,4.061,False,2014,False,False,4150000.000000001,Alex,Avila,MLBTR,2950000.0,1200000.000000001
Alexi Ogando,Rangers,3.114,False,2014,False,False,2625000.0,Alexi,Ogando,MLBTR,506600.0,2118400.0
Alfredo Simon,Reds,4.142,False,2014,False,False,1500000.0,Alfredo,Simon,MLBTR,890000.0,610000.0
Andrew Cashner ,Padres,3.126,False,2014,False,False,2400000.0,Andrew,Cashner ,MLBTR,,
Andrew Miller,Red Sox,5.062,False,2014,False,False,1900000.0,Andrew,Miller,MLBTR,1475000.0,425000.0
Andy Dirks,Tigers,2.139,False,2014,False,False,1625000.0,Andy,Dirks,MLBTR,505000.0,1120000.0
Anthony Swarzak,Twins,3.038,False,2014,False,False,935000.0,Anthony,Swarzak,MLBTR,502500.0,432500.0
Antonio Bastardo,Phillies,4.054,False,2014,False,False,2000000.0,Antonio,Bastardo,MLBTR,1400000.0,600000.0
Aroldis Chapman,Reds,3.034,False,2014,False,False,5000000.0,Aroldis,Chapman,MLBTR,4708333.0,291667.0
Austin Jackson,Tigers,4.0,False,2014,False,False,6000000.0,Austin,Jackson,MLBTR,3500000.0,2500000.0
Ben Revere,Phillies,2.149,False,2014,False,False,1950000.0,Ben,Revere,MLBTR,515000.0,1435000.0
Blake Wood,Indians,3.108,False,2014,False,False,560000.0,Blake,Wood,MLBTR,560000.0,0.0
Bobby Parnell,Mets,4.132,False,2014,False,False,3700000.0,Bobby,Parnell,MLBTR,1700000.0,2000000.0
Brad Ziegler,Diamondbacks,5.122,True,2014,False,False,,Brad,Ziegler,MLBTR,3150000.0,
Brandon Moss,Athletics,3.16,False,2014,False,False,4100000.0,Brandon,Moss,MLBTR,1600000.0,2500000.0
Brandon Beachy,Braves,3.014,False,2014,False,False,1450000.0,Brandon,Beachy,MLBTR,510000.0,940000.0
Brandon Belt,Giants,2.128,False,2014,False,False,2900000.0,Brandon,Belt,MLBTR,531500.0,2368500.0
Brett Cecil,Blue Jays,3.152,False,2014,False,False,1300000.0,Brett,Cecil,MLBTR,510000.0,790000.0
Brett Hayes,Royals,3.017,False,2014,False,False,630000.0,Brett,Hayes,MLBTR,,
Brett Gardner,Yankees,5.072,False,2014,False,False,5600000.0,Brett,Gardner,MLBTR,2850000.0,2750000.0
Brian Matusz,Orioles,3.156,False,2014,False,False,2400000.0,Brian,Matusz,MLBTR,1600000.0,800000.0
Brian Duensing,Twins,4.104,False,2014,False,False,2000000.0,Brian,Duensing,MLBTR,1300000.0,700000.0
Bud Norris,Orioles,4.068,False,2014,False,False,5300000.0,Bud,Norris,MLBTR,3000000.0,2300000.0
Burke Badenhop,Red Sox,5.116,False,2014,False,False,2150000.0,Burke,Badenhop,MLBTR,1550000.0,600000.0
Cesar Ramos,Rays,3.003,False,2014,False,False,750000.0,Cesar,Ramos,MLBTR,501300.0,248700.0
Charlie Morton,Pirates,5.01,True,2014,False,False,,Charlie,Morton,MLBTR,2000000.0,
Chase Headley,Padres,5.123,False,2014,False,False,10525000.0,Chase,Headley,MLBTR,8575000.0,1950000.0
Chris Johnson,Braves,3.144,False,2014,False,False,4750000.0,Chris,Johnson,MLBTR,2287500.0,2462500.0
Chris Davis,Orioles,4.061,False,2014,False,False,10350000.0,Chris,Davis,MLBTR,3300000.0,7050000.0
Chris Heisey,Reds,3.157,False,2014,False,False,1760000.0,Chris,Heisey,MLBTR,1325000.0,435000.0
Chris Stewart,Pirates,3.091,False,2014,False,False,515000.0,Chris,Stewart,MLBTR,515100.0,-100.0
Clayton Kershaw,Dodgers,5.105,True,2014,False,False,,Clayton,Kershaw,MLBTR,11250000.0,
Colby Rasmus,Blue Jays,5.0,False,2014,False,False,7000000.0,Colby,Rasmus,MLBTR,4675000.0,2325000.0
Craig Kimbrel,Braves,3.066,True,2014,False,False,,Craig,Kimbrel,MLBTR,655000.0,
Craig Gentry,Athletics,3.084,False,2014,False,False,1145000.0,Craig,Gentry,MLBTR,501000.0,644000.0
Daniel Descalso,Cardinals,3.016,False,2014,False,False,1290000.0,Daniel,Descalso,MLBTR,511000.0,779000.0
Daniel Murphy,Mets,4.109,False,2014,False,False,5700000.0,Daniel,Murphy,MLBTR,,
Daric Barton,Athletics,4.03,False,2014,False,False,1250000.0,Daric,Barton,MLBTR,1100000.0,150000.0
Darwin Barney,Cubs,3.053,False,2014,False,False,2300000.0,Darwin,Barney,MLBTR,562000.0,1738000.0
David Freese,Angels,4.028,False,2014,False,False,5050000.0,David,Freese,MLBTR,3150000.0,1900000.0
David Price,Rays,4.164,False,2014,False,False,14000000.0,David,Price,MLBTR,10112500.0,3887500.0
David Robertson,Yankees,5.07,False,2014,False,False,5215000.0,David,Robertson,MLBTR,3100000.0,2115000.0
Dayan Viciedo,White Sox,2.123,False,2014,False,False,2800000.0,Dayan,Viciedo,MLBTR,2800000.0,0.0
Dillon Gee,Mets,3.028,False,2014,False,False,3625000.0,Dillon,Gee,MLBTR,527375.0,3097625.0
Don Kelly,Tigers,4.138,False,2014,False,False,1000000.0,Don,Kelly,MLBTR,900000.0,100000.0
Donnie Murphy,Cubs,4.101,False,2014,False,False,825000.0,Donnie,Murphy,MLBTR,,
Doug Fister,Nationals,4.058,False,2014,False,False,7200000.0,Doug,Fister,MLBTR,4000000.0,3200000.0
Drew Butera,Dodgers,3.018,False,2014,False,False,700000.0,Drew,Butera,MLBTR,700000.0,0.0
Drew Stubbs,Rockies,4.047,False,2014,False,False,4100000.0,Drew,Stubbs,MLBTR,2825000.0,1275000.0
Drew Storen,Nationals,3.14,False,2014,False,False,3450000.0,Drew,Storen,MLBTR,2500000.0,950000.0
Emilio Bonifacio,Royals,5.066,False,2014,False,False,3500000.0,Emilio,Bonifacio,MLBTR,2600000.0,900000.0
Eric Young,Mets,3.123,False,2014,False,False,1850000.0,Eric,Young,MLBTR,,
Eric Stults,Padres,3.075,False,2014,False,False,2750000.0,Eric,Stults,MLBTR,507600.0,2242400.0
Eric Hosmer,Royals,2.146,False,2014,False,False,3600000.0,Eric,Hosmer,MLBTR,528250.0,3071750.0
Ernesto Frieri,Angels,3.101,False,2014,False,False,3800000.0,Ernesto,Frieri,MLBTR,530000.0,3270000.0
Esmil Rogers,Blue Jays,3.135,False,2014,False,False,1850000.0,Esmil,Rogers,MLBTR,509000.0,1341000.0
Everth Cabrera,Padres,3.144,False,2014,False,False,2450000.0,Everth,Cabrera,MLBTR,1275000.0,1175000.0
Fernando Rodriguez,Athletics,2.142,False,2014,False,False,600000.0,Fernando,Rodriguez,MLBTR,492000.0,108000.0
Fernando Salas,Angels,3.048,False,2014,False,False,870000.0,Fernando,Salas,MLBTR,512000.0,358000.0
Francisco Cervelli,Yankees,3.146,False,2014,False,False,700000.0,Francisco,Cervelli,MLBTR,515350.0,184650.0
Frank Herrmann,Indians,2.147,False,2014,False,False,560000.0,Frank,Herrmann,MLBTR,495500.0,64500.0
Franklin Morales,Rockies,5.007,False,2014,False,False,1725000.0,Franklin,Morales,MLBTR,1487500.0,237500.0
Freddie Freeman,Braves,3.033,True,2014,False,False,,Freddie,Freeman,MLBTR,560000.0,
Gaby Sanchez,Pirates,4.025,False,2014,False,False,2300000.0,Gaby,Sanchez,MLBTR,1750000.0,550000.0
George Kottaras,Cubs,4.149,False,2014,False,False,1075000.0,George,Kottaras,MLBTR,1000000.0,75000.0
Gerardo Parra,Diamondbacks,4.145,False,2014,False,False,4850000.0,Gerardo,Parra,MLBTR,2350000.0,2500000.0
Giancarlo Stanton,Marlins,3.118,False,2014,False,False,6500000.0,Giancarlo,Stanton,MLBTR,537000.0,5963000.0
Gordon Beckham,White Sox,4.123,False,2014,False,False,4175000.0,Gordon,Beckham,MLBTR,2925000.0,1250000.0
Greg Holland,Royals,3.028,False,2014,False,False,4675000.0,Greg,Holland,MLBTR,539500.0,4135500.0
Gregor Blanco,Giants,3.164,False,2014,False,False,2525000.0,Gregor,Blanco,MLBTR,1350000.0,1175000.0
Homer Bailey,Reds,5.017,True,2014,False,False,,Homer,Bailey,MLBTR,5350000.0,
Ian Desmond,Nationals,4.027,True,2014,False,False,,Ian,Desmond,MLBTR,3800000.0,
Ian Kennedy,Padres,4.124,False,2014,False,False,6100000.0,Ian,Kennedy,MLBTR,4265000.0,1835000.0
Ike Davis,Mets,3.155,False,2014,False,False,3500000.0,Ike,Davis,MLBTR,3125000.0,375000.0
Ivan Nova,Yankees,3.024,False,2014,False,False,3300000.0,Ivan,Nova,MLBTR,575600.0,2724400.0
Jake McGee,Rays,2.127,False,2014,False,False,1450000.0,Jake,McGee,MLBTR,506200.0,943800.0
James Russell,Cubs,4.0,False,2014,False,False,1775000.0,James,Russell,MLBTR,1075000.0,700000.0
Jason Castro,Astros,3.104,False,2014,False,False,2450000.0,Jason,Castro,MLBTR,496600.0,1953400.0
Jason Heyward,Braves,4.0,True,2014,False,False,,Jason,Heyward,MLBTR,3650000.0,
Jed Lowrie,Athletics,5.111,False,2014,False,False,5250000.0,Jed,Lowrie,MLBTR,2400000.0,2850000.0
Jeff Samardzija,Cubs,4.028,False,2014,False,False,5345000.0,Jeff,Samardzija,MLBTR,2640000.0,2705000.0
Jeremy Hellickson,Rays,3.045,False,2014,False,False,3625000.0,Jeremy,Hellickson,MLBTR,503000.0,3122000.0
Jerry Blevins,Nationals,4.081,False,2014,False,False,1675000.0,Jerry,Blevins,MLBTR,1100000.0,575000.0
Jesse Chavez,Athletics,3.108,False,2014,False,False,775000.0,Jesse,Chavez,MLBTR,,
Jesus Guzman,Astros,2.151,False,2014,False,False,1300000.0,Jesus,Guzman,MLBTR,503200.0,796800.0
Jim Johnson,Athletics,5.165,False,2014,False,False,10000000.0,Jim,Johnson,MLBTR,6500000.0,3500000.0
Joaquin Arias,Giants,4.071,True,2014,False,False,,Joaquin,Arias,MLBTR,925000.0,
Joe Thatcher,Diamondbacks,5.068,False,2014,False,False,2375000.0,Joe,Thatcher,MLBTR,1350000.0,1025000.0
John Jaso,Athletics,4.032,False,2014,False,False,2300000.0,John,Jaso,MLBTR,1800000.0,500000.0
John Mayberry,Phillies,3.095,False,2014,False,False,1587000.0,John,Mayberry,MLBTR,,
Jon Jay,Cardinals,3.134,False,2014,False,False,3250000.0,Jon,Jay,MLBTR,524000.0,2726000.0
Jonathan Herrera,Rockies,4.001,False,2014,False,False,1300000.0,Jonathan,Herrera,MLBTR,900000.0,400000.0
Jonny Venters,Braves,4.0,False,2014,False,False,1625000.0,Jonny,Venters,MLBTR,1625000.0,0.0
Jordan Walden,Braves,3.043,False,2014,False,False,1490000.0,Jordan,Walden,MLBTR,541500.0,948500.0
Jordan Schafer,Braves,3.121,False,2014,False,False,1090000.0,Jordan,Schafer,MLBTR,512500.0,577500.0
Jordan Zimmermann,Nationals,4.154,True,2014,False,False,,Jordan,Zimmermann,MLBTR,5350000.0,
Jose Lobaton,Rays,2.138,False,2014,False,False,900000.0,Jose,Lobaton,MLBTR,496500.0,403500.0
Josh Reddick,Athletics,3.05,False,2014,False,False,2700000.0,Josh,Reddick,MLBTR,510000.0,2190000.0
Josh Collmenter,Diamondbacks,3.0,True,2014,False,False,,Josh,Collmenter,MLBTR,504000.0,
Josh Tomlin ,Indians,3.069,False,2014,False,False,800000.0,Josh,Tomlin ,MLBTR,,
Josh Outman,Indians,4.036,False,2014,False,False,1250000.0,Josh,Outman,MLBTR,,
Juan Francisco,Brewers,2.156,False,2014,False,False,1350000.0,Juan,Francisco,MLBTR,496250.0,853750.0
Juan Nicasio,Rockies,2.124,False,2014,False,False,2025000.0,Juan,Nicasio,MLBTR,491000.0,1534000.0
Junichi Tazawa,Red Sox,3.086,False,2014,False,False,1275000.0,Junichi,Tazawa,MLBTR,815000.0,460000.0
Justin Masterson,Indians,5.108,False,2014,False,False,9762000.0,Justin,Masterson,MLBTR,5687500.0,4074500.0
Justin Smoak,Mariners,3.113,False,2014,False,False,2638000.0,Justin,Smoak,MLBTR,514000.0,2124000.0
Justin Ruggiano,Cubs,3.019,False,2014,False,False,2000000.0,Justin,Ruggiano,MLBTR,494500.0,1505500.0
Justin Maxwell,Royals,3.066,False,2014,False,False,1325000.0,Justin,Maxwell,MLBTR,492500.0,832500.0
Kenley Jansen,Dodgers,3.073,False,2014,False,False,4300000.0,Kenley,Jansen,MLBTR,512000.0,3788000.0
Kevin Jepsen,Angels,3.163,False,2014,False,False,1462000.0,Kevin,Jepsen,MLBTR,1181250.0,280750.0
Kevin Frandsen,Phillies,4.151,False,2014,False,False,900000.0,Kevin,Frandsen,MLBTR,850000.0,50000.0
Kris Medlen,Braves,4.137,False,2014,False,False,5800000.0,Kris,Medlen,MLBTR,2600000.0,3200000.0
Kyle Blanks,Padres,4.032,False,2014,False,False,988000.0,Kyle,Blanks,MLBTR,,
Kyle Kendrick,Phillies,5.159,False,2014,False,False,7675000.0,Kyle,Kendrick,MLBTR,4500000.0,3175000.0
Logan Morrison,Mariners,3.069,False,2014,False,False,1750000.0,Logan,Morrison,MLBTR,491500.0,1258500.0
Lucas Duda,Mets,2.137,False,2014,False,False,1637000.0,Lucas,Duda,MLBTR,519240.0,1117760.0
Luis Valbuena,Cubs,3.148,False,2014,False,False,1710000.0,Luis,Valbuena,MLBTR,930000.0,780000.0
Luke Gregerson,Athletics,5.0,False,2014,False,False,5065000.0,Luke,Gregerson,MLBTR,3200000.0,1865000.0
Luke Hochevar,Royals,5.151,False,2014,False,False,5210000.0,Luke,Hochevar,MLBTR,4560000.0,650000.0
Marc Rzepczynski,Indians,3.132,False,2014,False,False,1375000.0,Marc,Rzepczynski,MLBTR,1100000.0,275000.0
Marco Estrada,Brewers,4.035,False,2014,False,False,3325000.0,Marco,Estrada,MLBTR,1955000.0,1370000.0
Mark Trumbo,Diamondbacks,3.027,False,2014,False,False,4800000.0,Mark,Trumbo,MLBTR,540000.0,4260000.0
Mark Melancon,Pirates,3.098,False,2014,False,False,2595000.0,Mark,Melancon,MLBTR,521000.0,2074000.0
Matt Reynolds,Diamondbacks,3.046,False,2014,False,False,550000.0,Matt,Reynolds,MLBTR,505500.0,44500.0
Matt Wieters,Orioles,4.129,False,2014,False,False,7700000.0,Matt,Wieters,MLBTR,5500000.0,2200000.0
Matt Joyce,Rays,4.123,False,2014,False,False,3700000.0,Matt,Joyce,MLBTR,2450000.0,1250000.0
Max Scherzer,Tigers,5.079,False,2014,False,False,15525000.0,Max,Scherzer,MLBTR,6725000.0,8800000.0
Michael Brantley,Indians,3.131,True,2014,False,False,,Michael,Brantley,MLBTR,526900.0,
Michael Saunders,Mariners,3.138,False,2014,False,False,2300000.0,Michael,Saunders,MLBTR,512600.0,1787400.0
Michael Dunn,Marlins,3.079,False,2014,False,False,1400000.0,Michael,Dunn,MLBTR,492500.0,907500.0
Mike Minor,Braves,2.138,False,2014,False,False,3850000.0,Mike,Minor,MLBTR,505000.0,3345000.0
Mike Baxter,Dodgers,2.129,False,2014,False,False,700000.0,Mike,Baxter,MLBTR,500318.0,199682.0
Mike Carp,Red Sox,3.01,False,2014,False,False,1400000.0,Mike,Carp,MLBTR,508500.0,891500.0
Mike Leake,Reds,4.0,False,2014,False,False,5925000.0,Mike,Leake,MLBTR,3060000.0,2865000.0
Mitch Moreland,Rangers,3.067,False,2014,False,False,2650000.0,Mitch,Moreland,MLBTR,502700.0,2147300.0
Nate Schierholtz,Cubs,5.078,False,2014,False,False,5000000.0,Nate,Schierholtz,MLBTR,2250000.0,2750000.0
Neal Cotts,Rangers,5.041,False,2014,False,False,2200000.0,Neal,Cotts,MLBTR,,
Neftali Feliz,Rangers,4.064,False,2014,False,False,3000000.0,Neftali,Feliz,MLBTR,2900000.0,100000.0
Neil Walker,Pirates,3.166,False,2014,False,False,5750000.0,Neil,Walker,MLBTR,3300000.0,2450000.0
Nolan Reimold,Orioles,4.004,False,2014,False,False,1025000.0,Nolan,Reimold,MLBTR,1000000.0,25000.0
Pedro Strop,Cubs,2.156,False,2014,False,False,1325000.0,Pedro,Strop,MLBTR,502500.0,822500.0
Pedro Alvarez,Pirates,3.085,False,2014,False,False,4250000.0,Pedro,Alvarez,MLBTR,700000.0,3550000.0
Peter Bourjos,Cardinals,3.062,False,2014,False,False,1200000.0,Peter,Bourjos,MLBTR,512500.0,687500.0
Phil Coke,Tigers,5.028,False,2014,False,False,1900000.0,Phil,Coke,MLBTR,1850000.0,50000.0
Ramiro Pena,Braves,3.089,False,2014,False,False,550000.0,Ramiro,Pena,MLBTR,550000.0,0.0
Rick Porcello,Tigers,4.17,False,2014,False,False,8500000.0,Rick,Porcello,MLBTR,5100000.0,3400000.0
Ross Detwiler,Nationals,4.002,False,2014,False,False,3000000.0,Ross,Detwiler,MLBTR,2337500.0,662500.0
Ross Ohlendorf,Nationals,4.17,False,2014,False,False,1250000.0,Ross,Ohlendorf,MLBTR,,
Ruben Tejada,Mets,2.171,False,2014,False,False,1100000.0,Ruben,Tejada,MLBTR,514701.0,585299.0
Ryan Hanigan,Rays,5.077,True,2014,False,False,,Ryan,Hanigan,MLBTR,2350000.0,
Sam LeCure,Reds,3.072,True,2014,False,False,,Sam,LeCure,MLBTR,510000.0,
Scott Elbert,Dodgers,3.069,False,2014,False,False,575000.0,Scott,Elbert,MLBTR,505000.0,70000.0
Sean Rodriguez,Rays,4.133,False,2014,False,False,1475000.0,Sean,Rodriguez,MLBTR,1000000.0,475000.0
Seth Smith,Padres,5.119,False,2014,False,False,4500000.0,Seth,Smith,MLBTR,3675000.0,825000.0
Shawn Kelley,Yankees,4.128,False,2014,False,False,1765000.0,Shawn,Kelley,MLBTR,935000.0,830000.0
Stephen Strasburg,Nationals,3.118,False,2014,False,False,3975000.0,Stephen,Strasburg,MLBTR,3900000.0,75000.0
Steve Cishek,Marlins,2.143,False,2014,False,False,3800000.0,Steve,Cishek,MLBTR,505000.0,3295000.0
Steve Pearce,Orioles,4.116,False,2014,False,False,700000.0,Steve,Pearce,MLBTR,700000.0,0.0
Tim Stauffer,Padres,5.143,False,2014,False,False,1600000.0,Tim,Stauffer,MLBTR,,
Tim Collins,Royals,3.0,False,2014,False,False,1363000.0,Tim,Collins,MLBTR,534500.0,828500.0
Tommy Hunter,Orioles,4.066,False,2014,False,False,3000000.0,Tommy,Hunter,MLBTR,1820000.0,1180000.0
Tony Abreu,Giants,3.17,False,2014,False,False,745000.0,Tony,Abreu,MLBTR,498000.0,247000.0
Travis Wood,Cubs,3.004,False,2014,False,False,3900000.0,Travis,Wood,MLBTR,527500.0,3372500.0
Travis Snider,Pirates,3.091,False,2014,False,False,1200000.0,Travis,Snider,MLBTR,505000.0,695000.0
Trevor Plouffe,Twins,2.162,False,2014,False,False,2350000.0,Trevor,Plouffe,MLBTR,520000.0,1830000.0
Troy Patton,Orioles,3.15,False,2014,False,False,1275000.0,Troy,Patton,MLBTR,815000.0,460000.0
Tyler Clippard,Nationals,4.148,False,2014,False,False,5875000.0,Tyler,Clippard,MLBTR,4000000.0,1875000.0
Tyler Flowers,White Sox,2.148,False,2014,False,False,950000.0,Tyler,Flowers,MLBTR,510000.0,440000.0
Tyson Ross,Padres,2.126,False,2014,False,False,1980000.0,Tyson,Ross,MLBTR,500500.0,1479500.0
Vin Mazzaro,Pirates,3.021,False,2014,False,False,950000.0,Vin,Mazzaro,MLBTR,,
Vinnie Pestano ,Indians,2.16,False,2014,False,False,975000.0,Vinnie,Pestano ,MLBTR,,
Wilson Ramos,Nationals,3.047,False,2014,False,False,2095000.0,Wilson,Ramos,MLBTR,501250.0,1593750.0
Wilton Lopez,Rockies,4.038,False,2014,False,False,2200000.0,Wilton,Lopez,MLBTR,1762500.0,437500.0
Yusmeiro Petit,Giants,3.016,False,2014,False,False,845000.0,Yusmeiro,Petit,MLBTR,,
A.J. Ellis,Dodgers,4.151,False,2015,False,False,4250000.0,A.J.,Ellis,MLBTR,3550000.0,700000.0
Aaron Crow,Marlins,4.0,False,2015,False,False,1975000.0,Aaron,Crow,MLBTR,1475000.0,500000.0
Adam Ottavino,Rockies,3.087,False,2015,False,False,1300000.0,Adam,Ottavino,MLBTR,502000.0,798000.0
Addison Reed,Diamondbacks,3.027,False,2015,False,False,4875000.0,Addison,Reed,MLBTR,538500.0,4336500.0
Al Alburquerque,Tigers,3.147,False,2015,False,False,1725000.0,Al,Alburquerque,MLBTR,837500.0,887500.0
Alejandro de Aza ,Orioles,5.139,False,2015,False,False,5000000.0,Alejandro,de Aza ,MLBTR,,
Alex Presley,Astros,2.162,False,2015,False,False,1000000.0,Alex,Presley,MLBTR,511500.0,488500.0
Alex Cobb,Rays,3.061,False,2015,False,False,4000000.0,Alex,Cobb,MLBTR,516900.0,3483100.0
Alexi Amarista,Padres,3.053,True,2015,False,False,,Alexi,Amarista,MLBTR,511100.0,
Alfredo Simon,Tigers,5.142,False,2015,False,False,5550000.0,Alfredo,Simon,MLBTR,1500000.0,4050000.0
Andrew Cashner,Padres,4.126,False,2015,False,False,4050000.0,Andrew,Cashner,MLBTR,2400000.0,1650000.0
Antonio Bastardo,Pirates,5.054,False,2015,False,False,3100000.0,Antonio,Bastardo,MLBTR,2000000.0,1100000.0
Aroldis Chapman,Reds,4.034,False,2015,False,False,8050000.000000001,Aroldis,Chapman,MLBTR,7835772.0,214228.00000000093
Austin Jackson,Mariners,5.0,False,2015,False,False,7700000.0,Austin,Jackson,MLBTR,6000000.0,1700000.0
Ben Revere,Phillies,3.149,False,2015,False,False,4100000.0,Ben,Revere,MLBTR,1950000.0,2150000.0
Bobby Parnell,Mets,5.132,False,2015,False,False,3700000.0,Bobby,Parnell,MLBTR,3700000.0,0.0
Brandon Moss,Indians,4.16,False,2015,False,False,6500000.0,Brandon,Moss,MLBTR,4100000.0,2400000.0
Brandon Kintzler,Brewers,3.101,False,2015,False,False,1075000.0,Brandon,Kintzler,MLBTR,507000.0,568000.0
Brandon Belt,Giants,3.128,False,2015,False,False,3600000.0,Brandon,Belt,MLBTR,2900000.0,700000.0
Brandon Crawford,Giants,3.094,False,2015,False,False,3175000.0,Brandon,Crawford,MLBTR,560000.0,2615000.0
Brett Lawrie,Athletics,3.055,False,2015,False,False,1925000.0,Brett,Lawrie,MLBTR,516100.0,1408900.0
Brett Cecil,Blue Jays,4.152,False,2015,False,False,2475000.0,Brett,Cecil,MLBTR,1300000.0,1175000.0
Brian Matusz,Orioles,4.156,False,2015,False,False,3200000.0,Brian,Matusz,MLBTR,2400000.0,800000.0
Brian Duensing,Twins,5.104,False,2015,False,False,2700000.0,Brian,Duensing,MLBTR,2000000.0,700000.0
Bryan Shaw,Indians,3.081,False,2015,False,False,1550000.0,Bryan,Shaw,MLBTR,529500.0,1020500.0
Bryce Harper,Nationals,2.159,True,2015,False,False,,Bryce,Harper,MLBTR,2150000.0,
Bud Norris,Orioles,5.068,False,2015,False,False,8800000.0,Bud,Norris,MLBTR,5300000.0,3500000.0
Carlos Corporan,Astros,3.019,False,2015,False,False,975000.0,Carlos,Corporan,MLBTR,505300.0,469700.0
Carlos Carrasco,Indians,3.147,False,2015,False,False,2337000.0,Carlos,Carrasco,MLBTR,504700.0,1832300.0
Casey McGehee,Giants,5.028,False,2015,False,False,4800000.0,Casey,McGehee,MLBTR,1100000.0,3700000.0
Casey Fien,Twins,2.143,False,2015,False,False,1375000.0,Casey,Fien,MLBTR,530000.0,845000.0
Cesar Ramos,Angels,4.003,False,2015,False,False,1312000.0,Cesar,Ramos,MLBTR,749750.0,562250.0
Cesar Jimenez,Phillies,3.02,False,2015,True,False,,Cesar,Jimenez,MLBTR,,
Charlie Furbush,Mariners,3.121,False,2015,False,False,1300000.0,Charlie,Furbush,MLBTR,750000.0,550000.0
Chris Carter,Astros,2.159,False,2015,False,False,4175000.0,Chris,Carter,MLBTR,510000.0,3665000.0
Chris Coghlan,Cubs,4.148,False,2015,False,False,2505000.0,Chris,Coghlan,MLBTR,,
Chris Davis,Orioles,5.061,False,2015,False,False,12000000.0,Chris,Davis,MLBTR,10350000.0,1650000.0
Chris Tillman,Orioles,3.113,False,2015,False,False,4315000.0,Chris,Tillman,MLBTR,546000.0,3769000.0
Chris Stewart,Pirates,4.091,False,2015,False,False,1225000.0,Chris,Stewart,MLBTR,1000000.0,225000.0
Chris Heisey,Dodgers,4.157,False,2015,False,False,2160000.0,Chris,Heisey,MLBTR,1760000.0,400000.0
Cliff Pennington,Diamondbacks,5.114,False,2015,False,False,3275000.0,Cliff,Pennington,MLBTR,3250000.0,25000.0
Collin Cowgill,Angels,2.151,False,2015,False,False,995000.0,Collin,Cowgill,MLBTR,506000.0,489000.0
Craig Gentry,Athletics,4.084,False,2015,False,False,1600000.0,Craig,Gentry,MLBTR,1145000.0,455000.0
Craig Stammen,Nationals,4.16,False,2015,False,False,2250000.0,Craig,Stammen,MLBTR,1375000.0,875000.0
Dale Thayer,Padres,3.071,False,2015,False,False,1375000.0,Dale,Thayer,MLBTR,515800.0,859200.0
